,index,Unnamed: 0,ext_temp,temp_top,temp_bottom,int_temp,sample_time,identifier,r_x,r_y,r_z,metal_fraction,job_no,id,orientation,which_iter,boundary_cond,Nx,Ny,Nz,Lx,Ly,Lz,x_mid,y_mid,z_mid,T_L,T_S,cond_metal_s,cond_metal_l,cond_olivine,dens_liq_metal,dens_solid_metal,dens_olivine,heat_cap_liq_metal,heat_cap_solid_metal,heat_cap_ol,latent_heat,dt,iterations,save_iter,iteration_list,model_id,percent_rounded,percent_geochem_preserved,expected_vol,actual_volume,mean_it0,mean_it1,mean_it2,mean_it3
631,632,632,1300.0,1300.0,1340.0,1740.0,0.0,random,126.0,134.0,126.0,0.6000000000000002,632,model_id_632,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_632,93.61577370289255,0.0,8906647.68,8909208.0,1717.7446781092365,1656.4992709321323,1624.8235009449177,1612.611322829142
632,633,633,1540.0,1540.0,1590.0,1830.0,0.0,random,140.0,146.0,140.0,0.4800000000000001,633,model_id_633,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_633,100.0,0.0,11980565.333333332,11983256.0,1817.64241381457,1782.6212885986795,1763.8822079617728,1756.4955140471764
633,634,634,430.0,430.0,430.0,1820.0,0.0,random,104.0,120.0,104.0,0.24,634,model_id_634,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_634,85.59022742897353,47.11838407511383,5433958.399999999,5434312.0,1746.8021612170598,1533.4084805241566,1418.783811914697,1373.6774059729332
634,635,635,1520.0,1520.0,1560.0,1680.0,0.0,random,56.0,102.0,56.0,0.19,635,model_id_635,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_635,100.0,0.0,1339197.44,1339672.0,1667.6477170037467,1632.3916084000048,1615.117623562535,1608.8269314028225
635,636,636,1170.0,1170.0,1255.0,1840.0,0.0,random,122.0,102.0,122.0,0.7700000000000002,636,model_id_636,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_636,96.9398912604452,0.0,6356063.359999999,6357944.0,1800.1633971197587,1692.4933420960895,1638.6685073555032,1618.4994295872366
636,637,637,370.0,370.0,450.0,1730.0,0.0,random,94.0,12.0,94.0,0.4000000000000001,637,model_id_637,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_637,8.029673698148114,100.0,443920.64,441064.0,1383.3730309159016,831.2929744838068,705.997279984421,670.1863218953971
637,638,638,390.0,390.0,425.0,1640.0,0.0,random,14.0,70.0,14.0,0.5700000000000002,638,model_id_638,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_638,0.0,100.0,57441.066666666666,57048.0,1192.5078176596774,613.867108048664,524.1019461154269,502.4235296281852
638,639,639,1140.0,1140.0,1160.0,1680.0,0.0,random,134.0,26.0,134.0,0.09,639,model_id_639,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_639,65.6272667292301,30.943901909277557,1954570.4533333334,1952152.0,1622.8236704136257,1468.6679866780928,1402.8976610698248,1380.7444734028784
639,640,640,430.0,430.0,510.0,1800.0,0.0,random,138.0,10.0,138.0,0.35,640,model_id_640,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_640,4.6319649133469065,100.0,797308.8,789816.0,1408.8559776779682,860.294433897902,749.7632692361262,718.759193749281
640,641,641,780.0,780.0,835.0,1780.0,0.0,random,24.0,36.0,24.0,0.5600000000000002,641,model_id_641,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_641,37.6751090082568,100.0,86814.72,86232.0,1553.8940163090401,1077.1068380649865,966.18540488023,937.6736146167789
641,642,642,770.0,770.0,830.0,1810.0,0.0,random,126.0,96.0,126.0,0.2,642,model_id_642,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_642,89.09661460847282,23.31172356208933,6380881.92,6381064.0,1760.8345892585596,1617.8385358010914,1540.3717386693702,1509.7270993943134
642,643,643,1210.0,1210.0,1230.0,1600.0,0.0,random,96.0,60.0,96.0,0.36,643,model_id_643,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_643,0.0,3.5369574908509085,2315059.1999999997,2314984.0,1572.376662895773,1496.6668377439246,1456.8671603801624,1441.5744219182452
643,644,644,900.0,900.0,995.0,1770.0,0.0,random,68.0,14.0,68.0,0.7900000000000001,644,model_id_644,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_644,31.34120711600509,100.0,271028.05333333334,270264.0,1559.0585989440006,1211.3352723955556,1124.3038748721347,1099.9344083851154
644,645,645,1230.0,1230.0,1255.0,1690.0,0.0,random,64.0,16.0,64.0,0.5900000000000002,645,model_id_645,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_645,35.2035268185158,76.95518001469507,274377.38666666666,272200.0,1590.7591523509552,1407.5800780828888,1353.6636104359554,1338.0297057795967
645,646,646,1310.0,1310.0,1395.0,1870.0,0.0,random,118.0,108.0,118.0,0.13,646,model_id_646,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_646,99.83717347375534,0.0,6295875.84,6298728.0,1845.1665681368734,1771.621449340259,1732.257614312359,1716.7852708071296
646,647,647,830.0,830.0,845.0,1750.0,0.0,random,92.0,108.0,92.0,0.6800000000000002,647,model_id_647,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_647,80.66076082163553,40.33069388454554,3827082.24,3828072.0,1688.6644307744277,1521.3598115078867,1432.0480106802797,1397.3166854484455
647,648,648,550.0,550.0,620.0,1630.0,0.0,random,96.0,78.0,96.0,0.45,648,model_id_648,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_648,53.80228995666141,81.45900371739309,3009576.96,3010712.0,1556.0533147491426,1348.6503433047724,1239.8959007168703,1198.1518960393294
648,649,649,850.0,850.0,855.0,1640.0,0.0,random,116.0,24.0,116.0,0.7300000000000002,649,model_id_649,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_649,16.261135329795298,100.0,1352058.8800000001,1350656.0,1520.8702551606668,1251.936966272964,1156.2226002514135,1126.4705116058608
649,650,650,290.0,290.0,360.0,1710.0,0.0,random,94.0,38.0,94.0,0.33,650,model_id_650,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_650,60.698692442121924,99.95502957232554,1405748.6933333334,1405368.0,1569.6353893983303,1187.0257908461801,1011.0539607330999,949.9592303241324
650,651,651,790.0,790.0,850.0,1600.0,0.0,random,118.0,92.0,118.0,0.5600000000000002,651,model_id_651,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_651,0.0,61.09806272471185,5363153.493333333,5364648.0,1553.4590263417151,1424.4732023698884,1354.8953685701924,1327.6012595223053
651,652,652,540.0,540.0,620.0,1900.0,0.0,random,20.0,146.0,20.0,0.6000000000000002,652,model_id_652,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_652,43.074396452619474,100.0,244501.33333333334,243560.0,1568.0791395356566,950.7597263086168,815.9904824057293,780.0940054748582
652,653,653,1230.0,1230.0,1305.0,1730.0,0.0,random,30.0,74.0,30.0,0.7900000000000001,653,model_id_653,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_653,61.4031558072026,12.706578909550771,278832.0,278344.0,1641.6487693804454,1460.8687512550478,1398.724102418408,1379.8182837140332
653,654,654,370.0,370.0,390.0,1830.0,0.0,random,130.0,96.0,130.0,0.16,654,model_id_654,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_654,87.15095115112074,42.31453642497194,6792448.0,6793032.0,1761.0321285770374,1557.7710706046703,1448.2047436474725,1404.924959411824
654,655,655,1040.0,1040.0,1080.0,1870.0,0.0,random,10.0,42.0,10.0,0.42,655,model_id_655,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_655,4.880337869544815,100.0,17584.0,17048.0,1504.6248721656625,1135.0306974726182,1097.1643796139722,1089.028080059692
655,656,656,260.0,260.0,260.0,1680.0,0.0,random,110.0,140.0,110.0,0.44,656,model_id_656,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_656,74.98057533106515,66.75342454939843,7092213.333333333,7094072.0,1603.624588825935,1387.6074229676155,1271.8056449292549,1226.3183399389832
656,657,657,970.0,970.0,1045.0,1770.0,0.0,random,134.0,70.0,134.0,0.23,657,model_id_657,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_657,87.86185765374438,9.411072726416084,5262305.066666666,5263672.0,1727.2713541983574,1605.5850168801387,1540.8318994255696,1515.5465330301915
657,658,658,1480.0,1480.0,1515.0,1650.0,0.0,random,86.0,60.0,86.0,0.7700000000000002,658,model_id_658,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_658,75.59915105020944,0.0,1857875.2,1858296.0,1635.2372629880072,1597.0238368070482,1579.5542616289667,1573.3976937882514
658,659,659,1200.0,1200.0,1235.0,1600.0,0.0,random,96.0,122.0,96.0,0.42,659,model_id_659,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_659,3.550063760890717,0.0,4707287.04,4711352.0,1578.2888367090973,1518.7559710420148,1486.5558640290642,1473.8874307476854
659,660,660,600.0,600.0,670.0,1810.0,0.0,random,76.0,48.0,76.0,0.27,660,model_id_660,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_660,76.70922044512494,77.03751215575925,1160744.96,1159944.0,1702.4696953961902,1397.8584126774515,1247.288322396933,1192.3783510969702
660,661,661,290.0,290.0,375.0,1690.0,0.0,random,46.0,38.0,46.0,0.7500000000000002,661,model_id_661,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_661,33.530600118835416,100.0,336641.49333333335,336600.0,1469.9176751485306,939.445773362784,754.8415693978823,699.5151413035362
661,662,662,1330.0,1330.0,1370.0,1650.0,0.0,random,114.0,110.0,114.0,0.23,662,model_id_662,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_662,82.14523784396837,0.0,5985091.199999999,5988632.0,1635.0581705170168,1592.6255700798936,1570.0238858791806,1561.156760819933
662,663,663,1100.0,1100.0,1140.0,1880.0,0.0,random,26.0,140.0,26.0,0.6100000000000001,663,model_id_663,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_663,79.26312158899552,99.67335510965935,396226.1333333333,394312.0,1724.135373668949,1415.984165550874,1317.7020458175411,1289.3938882190243
663,664,664,640.0,640.0,730.0,1670.0,0.0,random,78.0,34.0,78.0,0.6900000000000002,664,model_id_664,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_664,42.567736094816674,100.0,866037.1200000001,866008.0,1543.2056999399679,1223.2188281814563,1090.5630134601101,1047.924097195024
664,665,665,1230.0,1230.0,1230.0,1800.0,0.0,random,70.0,100.0,70.0,0.7400000000000002,665,model_id_665,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_665,91.46370484806636,0.0,2051466.6666666667,2050632.0,1747.4725881130198,1612.6361291887551,1551.2592646007308,1529.2793306402878
665,666,666,420.0,420.0,425.0,1720.0,0.0,random,22.0,90.0,22.0,0.39,666,model_id_666,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_666,24.155353455472078,100.0,182371.2,182088.0,1430.6561706762614,829.1514826944053,680.3728902520538,640.1654238595064
666,667,667,1310.0,1310.0,1365.0,1730.0,0.0,random,100.0,12.0,100.0,0.13,667,model_id_667,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_667,64.79877003891674,1.0698099005461155,502400.0,499528.0,1639.8335854977304,1474.400108064404,1434.0102550709657,1422.4966169215204
667,668,668,730.0,730.0,770.0,1720.0,0.0,random,148.0,98.0,148.0,0.39,668,model_id_668,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_668,83.61433757693776,34.78382703672107,8987065.173333332,8992984.0,1673.4137322795038,1540.5554874969305,1468.383653791116,1439.7990222962164
668,669,669,1280.0,1280.0,1335.0,1720.0,0.0,random,148.0,132.0,148.0,0.5700000000000002,669,model_id_669,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_669,92.19067198417694,0.0,12105026.56,12109928.0,1700.711181977369,1647.4982976508948,1619.5684114672579,1608.6882826025683
669,670,670,310.0,310.0,370.0,1740.0,0.0,random,104.0,136.0,104.0,0.4600000000000001,670,model_id_670,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_670,79.40883526626696,61.18017382767608,6158486.186666666,6160584.0,1660.8837894487194,1437.5102983449012,1318.0665929394513,1271.2784061339173
670,671,671,580.0,580.0,590.0,1610.0,0.0,random,96.0,30.0,96.0,0.37,671,model_id_671,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_671,0.0,100.0,1157529.5999999999,1156952.0,1486.153721751515,1164.9743660923648,1032.6120820780952,989.3878893994415
671,672,672,620.0,620.0,690.0,1690.0,0.0,random,120.0,110.0,120.0,0.06,672,model_id_672,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_672,83.39584446731224,40.31286531012077,6631680.0,6631352.0,1644.1775043680002,1507.6921535345446,1433.8925859550466,1404.6511881127647
672,673,673,340.0,340.0,405.0,1850.0,0.0,random,40.0,136.0,40.0,0.45,673,model_id_673,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_673,66.44151869343817,100.0,911018.6666666667,909624.0,1662.2802095306417,1169.7162933882003,966.3907883603686,901.7559359717719
673,674,674,830.0,830.0,835.0,1620.0,0.0,random,52.0,26.0,52.0,0.3,674,model_id_674,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_674,0.0,100.0,294339.41333333333,292936.0,1498.8987568084137,1189.0076934348476,1075.3294435905107,1041.4883692376459
674,675,675,780.0,780.0,880.0,1850.0,0.0,random,28.0,96.0,28.0,0.36,675,model_id_675,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_675,66.00881102141638,100.0,315105.27999999997,314152.0,1676.8924202566177,1254.6871538665314,1112.327330275133,1072.275261153086
675,676,676,1480.0,1480.0,1510.0,1740.0,0.0,random,10.0,140.0,10.0,0.32,676,model_id_676,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_676,58.54140217237974,0.0,58613.33333333333,56712.0,1629.8726669495222,1522.2364832287956,1509.729176288883,1506.9278681833143
676,677,677,440.0,440.0,450.0,1860.0,0.0,random,26.0,44.0,26.0,0.27,677,model_id_677,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_677,51.60501769057575,100.0,124528.21333333332,124360.0,1585.488801270957,931.4000617604505,742.6670866940876,691.9172229336224
677,678,678,550.0,550.0,645.0,1740.0,0.0,random,14.0,36.0,14.0,0.6400000000000001,678,model_id_678,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_678,0.0,100.0,29541.12,29256.0,1307.4626751957821,759.6658622335041,682.3323047926156,664.6117969735473
678,679,679,1270.0,1270.0,1295.0,1740.0,0.0,random,100.0,112.0,100.0,0.7900000000000001,679,model_id_679,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_679,90.2098808599913,0.0,4689066.666666666,4690280.0,1708.4486157089627,1625.2435307462854,1584.0951858986566,1568.6784372768457
679,680,680,1100.0,1100.0,1150.0,1680.0,0.0,random,114.0,96.0,114.0,0.24,680,model_id_680,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_680,82.69592630075283,1.9429189103118623,5223352.319999999,5225128.0,1651.2110296937783,1569.420566642871,1525.3330173621885,1507.9446335140963
680,681,681,270.0,270.0,355.0,1600.0,0.0,random,116.0,110.0,116.0,0.19,681,model_id_681,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_681,3.7451003421532554,66.78725708215937,6196936.533333332,6198392.0,1536.3613107037734,1349.494673913739,1248.9599350599108,1209.312719857871
681,682,682,1120.0,1120.0,1200.0,1900.0,0.0,random,106.0,58.0,106.0,0.6500000000000001,682,model_id_682,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_682,97.05191549254475,0.0,2728400.4266666663,2728280.0,1836.0068129755894,1667.4043158120958,1590.0744265322144,1562.6082714838537
682,683,683,1160.0,1160.0,1250.0,1750.0,0.0,random,38.0,82.0,38.0,0.15,683,model_id_683,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_683,77.02923258406994,11.949970104875328,495734.82666666666,495064.0,1684.5365158652376,1508.9986628085562,1431.1970619871367,1404.6428324568049
683,684,684,770.0,770.0,830.0,1670.0,0.0,random,60.0,132.0,60.0,0.12,684,model_id_684,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_684,70.1949255808155,66.85661890379998,1989504.0,1989272.0,1604.934689072737,1415.86900908618,1318.5167926010206,1281.5970032495495
684,685,685,1160.0,1160.0,1235.0,1660.0,0.0,random,78.0,30.0,78.0,0.07,685,model_id_685,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_685,63.12885426809478,27.861712263508917,764150.3999999999,764088.0,1610.4527634900305,1473.503068964946,1411.286364511306,1389.727206408934
685,686,686,1410.0,1410.0,1475.0,1760.0,0.0,random,26.0,96.0,26.0,0.6700000000000002,686,model_id_686,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_686,95.1225280085134,0.0,271697.9199999999,270632.0,1691.2579838313482,1557.4872742446069,1521.2218664044485,1510.4336871597359
686,687,687,1590.0,1590.0,1605.0,1760.0,0.0,random,74.0,12.0,74.0,0.7600000000000002,687,model_id_687,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_687,100.0,0.0,275114.24,273192.0,1710.1334992995794,1644.2992755959108,1629.2480126328562,1624.9942539086778
687,688,688,1540.0,1540.0,1570.0,1870.0,0.0,random,14.0,10.0,14.0,0.26,688,model_id_688,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_688,100.0,0.0,8205.866666666667,8184.0,1727.9830992217446,1578.0030442348393,1565.0156248640094,1562.49348714801
688,689,689,1190.0,1190.0,1275.0,1840.0,0.0,random,108.0,138.0,108.0,0.2,689,model_id_689,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_689,96.09117544794424,0.0,6738992.64,6741464.0,1810.0743872099604,1723.397522657412,1677.755929405402,1659.9442229313481
689,690,690,1130.0,1130.0,1150.0,1690.0,0.0,random,122.0,140.0,122.0,0.42,690,model_id_690,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_690,85.2379236917199,0.0,8724008.533333333,8727336.0,1664.183027461394,1592.6777831103807,1554.077941280809,1538.8210438768394
690,691,691,1310.0,1310.0,1315.0,1750.0,0.0,random,96.0,30.0,96.0,0.6900000000000002,691,model_id_691,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_691,83.4572220800863,0.0,1157529.5999999999,1156952.0,1689.6312993179897,1553.1493202393378,1502.9667166748427,1486.0096473037452
691,692,692,980.0,980.0,1045.0,1730.0,0.0,random,16.0,42.0,16.0,0.06,692,model_id_692,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_692,34.38565022421525,100.0,45015.04,44600.0,1542.9140378651896,1167.5912355275075,1094.2419979836213,1077.201490807087
692,693,693,1010.0,1010.0,1075.0,1730.0,0.0,random,148.0,24.0,148.0,0.05,693,model_id_693,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_693,72.01211168369872,50.457463533933094,2200913.92,2198208.0,1652.9284584987047,1445.1975275542572,1359.7740472778391,1331.6159377342556
693,694,694,1280.0,1280.0,1290.0,1680.0,0.0,random,16.0,72.0,16.0,0.17,694,model_id_694,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_694,28.552012545739675,100.0,77168.64,76520.0,1575.1543990598238,1377.4399847729967,1336.7069588805293,1326.9730833210003
